ï»¿datasetId,contigId,Average fold,Length,Reference GC,Covered percent,Covered bases,Plus reads,Minus reads,Median fold,Read GC,Complete Lineage,IMG scaffold_oid,Kingdom,Phylum,Class,Order,Family,Genus,Species
0.1,scaffold08683,5,371,0.558,100,371,7,6,5,0.5685,0.1.1.0.1.36.0,Ga0066474_108683,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora,
0.1,scaffold02296,836.2,1575,0.5562,100,1575,4461,4509,874,0.5554,0.1.1.0.1.36.1,Ga0066474_102296,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold06728,2.9,463,0.7279,100,463,6,4,3,0.7381,0.1.1.0.1.36.1,Ga0066474_106728,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold07555,4.9,414,0.5894,86.9565,360,6,8,6,0.6067,0.1.1.0.1.36.1,Ga0066474_107555,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold07556,679.5,414,0.5749,100,414,1017,955,773,0.5797,0.1.1.0.1.36.1,Ga0066474_107556,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold07666,2.1,409,0.6137,100,409,2,4,2,0.6044,0.1.1.0.1.36.1,Ga0066474_107666,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold10868,4,314,0.6115,100,314,3,6,4,0.6101,0.1.1.0.1.36.1,Ga0066474_110868,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold12162,2.6,289,0.699,100,289,2,3,3,0.6889,0.1.1.0.1.36.1,Ga0066474_112162,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold12635,3,281,0.6904,100,281,2,4,3,0.6811,0.1.1.0.1.36.1,Ga0066474_112635,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold14644,2,254,0.689,100,254,2,2,2,0.675,0.1.1.0.1.36.1,Ga0066474_114644,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold15426,2.7,247,0.6518,100,247,2,3,3,0.6577,0.1.1.0.1.36.1,Ga0066474_115426,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold15452,527.2,247,0.6154,100,247,487,484,552,0.6064,0.1.1.0.1.36.1,Ga0066474_115452,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold15481,3.7,247,0.6235,100,247,2,5,4,0.5905,0.1.1.0.1.36.1,Ga0066474_115481,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold16447,2.5,238,0.6597,100,238,2,2,2,0.6656,0.1.1.0.1.36.1,Ga0066474_116447,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold16451,4.6,238,0.6513,100,238,5,3,4,0.6454,0.1.1.0.1.36.1,Ga0066474_116451,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold17176,2.2,232,0.6897,100,232,2,2,2,0.6906,0.1.1.0.1.36.1,Ga0066474_117176,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold17432,2.2,230,0.7043,100,230,2,2,2,0.7033,0.1.1.0.1.36.1,Ga0066474_117432,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold17810,1.7,227,0.4493,100,227,2,1,2,0.4356,0.1.1.0.1.36.1,Ga0066474_117810,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold18885,1032.8,219,0.6301,100,219,871,893,1062,0.6332,0.1.1.0.1.36.1,Ga0066474_118885,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold19951,1.8,210,0.5762,100,210,1,2,2,0.5689,0.1.1.0.1.36.1,Ga0066474_119951,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold21225,3,200,0.65,100,200,2,2,2,0.6488,0.1.1.0.1.36.1,Ga0066474_121225,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,
0.1,scaffold03188,4.6,1078,0.4889,100,1078,17,16,4,0.5039,0.1.1.0.1.38.0,Ga0066474_103188,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura,
0.1,scaffold08499,2.8,376,0.6968,100,376,3,4,3,0.6978,0.1.1.0.6.0.0,Ga0066474_108499,Bacteria,Actinobacteria,Actinobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,
0.1,scaffold13437,4,268,0.6828,100,268,6,3,3,0.6959,0.1.1.0.7,Ga0066474_113437,Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,,,
0.1,scaffold08626,6.3,372,0.6855,100,372,7,9,7,0.6931,0.1.1.0.7.0.0,Ga0066474_108626,Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Conexibacteraceae,Conexibacter,
0.1.5,scaffold03101,4.3,1118,0.4436,100,1118,17,16,4,0.4571,0.1.5,Ga0066474_103101,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold03429,2.9,999,0.3163,100,999,10,10,3,0.3163,0.1.5,Ga0066474_103429,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold03605,3.6,944,0.321,100,944,12,12,4,0.3176,0.1.5,Ga0066474_103605,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold03644,3,930,0.4011,100,930,9,10,3,0.3991,0.1.5,Ga0066474_103644,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold05047,3.7,623,0.3098,100,623,8,8,4,0.2987,0.1.5,Ga0066474_105047,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold05232,5.1,599,0.3756,100,599,10,11,5,0.3744,0.1.5,Ga0066474_105232,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold05249,3.5,597,0.3953,100,597,6,8,3,0.3789,0.1.5,Ga0066474_105249,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold05388,2.7,577,0.3726,100,577,5,6,3,0.3735,0.1.5,Ga0066474_105388,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold05581,2.8,555,0.3784,100,555,6,5,3,0.3733,0.1.5,Ga0066474_105581,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold05709,3.2,542,0.3358,100,542,6,6,3,0.3255,0.1.5,Ga0066474_105709,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold05721,2.3,540,0.3296,100,540,4,5,2,0.3281,0.1.5,Ga0066474_105721,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold05879,2.3,527,0.3188,100,527,5,4,2,0.3257,0.1.5,Ga0066474_105879,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold06064,2.3,511,0.409,100,511,3,5,2,0.4058,0.1.5,Ga0066474_106064,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold06214,3.7,499,0.3788,100,499,6,7,4,0.3763,0.1.5,Ga0066474_106214,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold06512,3.2,477,0.3857,100,477,6,5,3,0.3832,0.1.5,Ga0066474_106512,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold06660,3.3,467,0.3747,100,467,6,5,3,0.384,0.1.5,Ga0066474_106660,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold07104,3.1,438,0.2968,100,438,4,5,3,0.306,0.1.5,Ga0066474_107104,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold07121,4.7,437,0.3593,100,437,7,7,4,0.3421,0.1.5,Ga0066474_107121,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold09271,4.1,351,0.3162,100,351,6,4,4,0.314,0.1.5,Ga0066474_109271,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold09698,3.8,340,0.3853,100,340,6,3,3,0.412,0.1.5,Ga0066474_109698,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold10748,1.6,316,0.4335,100,316,2,2,2,0.404,0.1.5,Ga0066474_110748,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold11175,3.7,307,0.3257,100,307,4,4,4,0.3286,0.1.5,Ga0066474_111175,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold12644,2.5,281,0.3523,100,281,3,2,3,0.348,0.1.5,Ga0066474_112644,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold13430,2.2,268,0.3731,100,268,3,2,2,0.364,0.1.5,Ga0066474_113430,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold13531,3.6,267,0.3296,100,267,3,4,3,0.3317,0.1.5,Ga0066474_113531,Bacteria,Bacteroidetes,,,,,
0.1.5,scaffold15253,2.2,249,0.4137,100,249,2,2,2,0.415,0.1.5.0.0,Ga0066474_115253,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
0.1.5,scaffold01431,7,2390,0.3904,100,2390,56,57,7,0.3885,0.1.5.0.0.0.0,Ga0066474_101431,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
0.1.5,scaffold03034,5.4,1146,0.3761,100,1146,21,21,5,0.3712,0.1.5.0.0.0.0,Ga0066474_103034,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
0.1.5,scaffold04101,4.8,808,0.3861,100,808,13,13,4,0.3945,0.1.5.0.0.0.0,Ga0066474_104101,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
0.1.5,scaffold05908,3.3,525,0.3352,100,525,6,6,3,0.33,0.1.5.0.0.0.0,Ga0066474_105908,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
0.1.5,scaffold07492,2.9,417,0.3189,100,417,5,4,3,0.3118,0.1.5.0.0.0.0,Ga0066474_107492,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
0.1.5,scaffold07702,2.6,406,0.3621,100,406,4,3,3,0.3543,0.1.5.0.0.0.0,Ga0066474_107702,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
0.1.5,scaffold08578,3.5,373,0.2949,100,373,5,4,4,0.2926,0.1.5.0.0.0.0,Ga0066474_108578,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
0.1.5,scaffold08646,4.6,372,0.5108,100,372,7,5,5,0.5077,0.1.5.0.0.0.0,Ga0066474_108646,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
0.1.5,scaffold14798,2.1,253,0.5099,100,253,2,2,2,0.5167,0.1.5.0.0.0.0,Ga0066474_114798,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
0.1.5,scaffold17118,1.7,233,0.515,100,233,1,2,2,0.5178,0.1.5.0.0.0.0,Ga0066474_117118,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
0.1.5,scaffold19676,1.8,212,0.3066,100,212,2,1,2,0.3111,0.1.5.0.0.0.0,Ga0066474_119676,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
0.1.5,scaffold06750,5.6,461,0.3753,100,461,10,8,5,0.373,0.1.5.0.0.1.0,Ga0066474_106750,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Alkaliflexus,
0.1.5,scaffold12262,2,287,0.6028,100,287,2,2,2,0.5767,0.1.5.0.0.1.0,Ga0066474_112262,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Alkaliflexus,
0.1.5,scaffold18293,3.2,223,0.3453,100,223,2,3,3,0.344,0.1.5.0.0.1.0,Ga0066474_118293,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Alkaliflexus,
0.1.5,scaffold15196,2.1,249,0.3213,100,249,2,2,2,0.3133,0.1.5.0.0.1.2,Ga0066474_115196,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Marinilabilia,
0.1.5,scaffold19907,2.1,210,0.3381,100,210,2,2,2,0.3217,0.1.5.0.0.2.2,Ga0066474_119907,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,
0.1.5,scaffold06013,2.6,515,0.4058,100,515,4,5,3,0.4348,0.1.5.0.0.2.4,Ga0066474_106013,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter,
0.1.5,scaffold19573,1.7,213,0.3427,100,213,1,2,2,0.346,0.1.5.0.0.2.4,Ga0066474_119573,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter,
0.1.5,scaffold06035,4,514,0.3716,100,514,8,6,4,0.3806,0.1.5.0.0.2.5,Ga0066474_106035,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,
0.1.5,scaffold14144,2.4,258,0.3566,100,258,2,3,2,0.3667,0.1.5.0.0.2.5,Ga0066474_114144,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,
0.1.5,scaffold14708,6.4,254,0.3661,97.2441,247,8,4,7,0.3457,0.1.5.0.0.2.5,Ga0066474_114708,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,
0.1.5,scaffold14726,773.5,254,0.3543,100,254,799,677,809,0.3354,0.1.5.0.0.2.5,Ga0066474_114726,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,
0.1.5,scaffold12874,2.5,277,0.3574,100,277,2,3,3,0.364,0.1.5.0.0.2.6,Ga0066474_112874,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,
0.1.5,scaffold19454,2.7,214,0.2944,100,214,2,2,2,0.33,0.1.5.0.0.2.6,Ga0066474_119454,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,
0.1.5,scaffold08527,3.2,375,0.3333,100,375,4,4,3,0.3344,0.1.5.0.0.2.7,Ga0066474_108527,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Proteiniphilum,
0.1.5,scaffold14425,2.6,256,0.3789,100,256,3,2,2,0.3747,0.1.5.0.0.3.3,Ga0066474_114425,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
0.1.5,scaffold20717,2.2,204,0.4265,100,204,2,1,2,0.4298,0.1.5.0.0.4,Ga0066474_120717,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,,
0.1.5,scaffold05655,2.7,548,0.2938,100,548,4,6,2,0.292,0.1.5.1.0,Ga0066474_105655,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,,,
0.1.5,scaffold15799,1.5,244,0.3033,100,244,1,2,2,0.3178,0.1.5.1.0.0,Ga0066474_115799,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,,
0.1.5,scaffold08768,3,368,0.394,100,368,5,3,3,0.3775,0.1.5.1.0.0.0,Ga0066474_108768,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,
0.1.5,scaffold09155,3.4,355,0.3296,100,355,4,5,3,0.3237,0.1.5.1.0.0.0,Ga0066474_109155,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,
0.1.5,scaffold10370,2.2,324,0.3673,100,324,2,3,2,0.348,0.1.5.1.0.0.0,Ga0066474_110370,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,
0.1.5,scaffold12609,2.8,281,0.3986,100,281,3,3,3,0.3897,0.1.5.1.0.0.0,Ga0066474_112609,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,
0.1.5,scaffold15537,2,246,0.3333,100,246,1,3,2,0.3233,0.1.5.1.0.0.0,Ga0066474_115537,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,
0.1.5,scaffold19434,2.9,214,0.3271,100,214,2,3,3,0.34,0.1.5.1.0.0.0,Ga0066474_119434,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,
0.1.5,scaffold19943,1.4,210,0.3714,100,210,1,1,1,0.3733,0.1.5.1.0.0.0,Ga0066474_119943,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,
0.1.5,scaffold08584,3.1,373,0.445,100,373,5,3,3,0.4379,0.1.5.1.0.0.1,Ga0066474_108584,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Aquiflexum,
0.1.5,scaffold16233,1.6,240,0.3875,100,240,1,2,2,0.38,0.1.5.1.0.0.1,Ga0066474_116233,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Aquiflexum,
0.1.5,scaffold19450,2,214,0.2944,100,214,2,1,2,0.2956,0.1.5.1.0.0.3,Ga0066474_119450,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Cecembia,
0.1.5,scaffold04120,3.9,802,0.3728,100,802,11,11,4,0.3707,0.1.5.1.0.0.4,Ga0066474_104120,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,
0.1.5,scaffold05561,4,557,0.3519,100,557,7,8,4,0.3562,0.1.5.1.0.0.5,Ga0066474_105561,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola,
0.1.5,scaffold19320,2.3,215,0.307,100,215,2,2,2,0.3033,0.1.5.1.0.0.5,Ga0066474_119320,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola,
0.1.5,scaffold19768,3.2,211,0.3602,100,211,2,3,3,0.38,0.1.5.1.0.0.5,Ga0066474_119768,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola,
0.1.5,scaffold19910,2.3,210,0.3333,100,210,2,2,2,0.3417,0.1.5.1.0.0.5,Ga0066474_119910,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola,
0.1.5,scaffold07834,2.9,400,0.28,100,400,3,5,3,0.2719,0.1.5.1.0.0.7,Ga0066474_107834,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Indibacter,
0.1.5,scaffold09487,2,346,0.3728,100,346,3,2,2,0.3747,0.1.5.1.0.0.7,Ga0066474_109487,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Indibacter,
0.1.5,scaffold14892,2.6,252,0.2897,100,252,3,2,2,0.298,0.1.5.1.0.0.7,Ga0066474_114892,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Indibacter,
0.1.5,scaffold08495,2.4,376,0.3617,100,376,3,4,2,0.3715,0.1.5.1.0.0.8,Ga0066474_108495,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Mariniradius,
0.1.5,scaffold13534,2.6,267,0.2622,100,267,3,2,3,0.2667,0.1.5.1.0.0.8,Ga0066474_113534,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Mariniradius,
0.1.5,scaffold07860,4,399,0.3484,100,399,6,5,3,0.3494,0.1.5.1.0.0.9,Ga0066474_107860,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Nitritalea,
0.1.5,scaffold07734,2.7,405,0.4099,100,405,3,5,3,0.4103,0.1.5.1.0.1,Ga0066474_107734,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
0.1.5,scaffold14684,2.8,254,0.3937,100,254,3,2,3,0.3873,0.1.5.1.0.1,Ga0066474_114684,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
0.1.5,scaffold15117,2.9,250,0.436,100,250,2,3,3,0.4386,0.1.5.1.0.1,Ga0066474_115117,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
0.1.5,scaffold20767,2,203,0.2808,100,203,1,2,2,0.2851,0.1.5.1.0.1,Ga0066474_120767,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
0.1.5,scaffold04748,3.5,670,0.4343,100,670,8,8,3,0.4213,0.1.5.1.0.1.1,Ga0066474_104748,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,
0.1.5,scaffold05683,2.6,544,0.4063,100,544,4,6,3,0.4093,0.1.5.1.0.1.1,Ga0066474_105683,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,
0.1.5,scaffold08787,3,367,0.3924,100,367,4,4,3,0.3903,0.1.5.1.0.1.1,Ga0066474_108787,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,
0.1.5,scaffold09781,2.9,338,0.3787,100,338,4,3,3,0.3638,0.1.5.1.0.1.1,Ga0066474_109781,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,
0.1.5,scaffold15277,2.7,248,0.379,100,248,2,3,3,0.3632,0.1.5.1.0.1.1,Ga0066474_115277,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,
0.1.5,scaffold05640,3.5,549,0.3169,100,549,6,7,3,0.3344,0.1.5.1.0.1.2,Ga0066474_105640,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,
0.1.5,scaffold06922,3.5,450,0.3311,100,450,6,5,3,0.3414,0.1.5.1.0.1.2,Ga0066474_106922,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,
0.1.5,scaffold14741,2.1,253,0.3597,100,253,2,2,2,0.3683,0.1.5.1.0.1.2,Ga0066474_114741,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,
0.1.5,scaffold16007,2.2,242,0.3388,100,242,2,2,2,0.3383,0.1.5.1.0.1.2,Ga0066474_116007,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,
0.1.5,scaffold17609,2.3,229,0.4279,100,229,2,2,2,0.4054,0.1.5.1.0.1.2,Ga0066474_117609,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,
0.1.5,scaffold17837,1.3,227,0.3392,100,227,1,1,1,0.35,0.1.5.1.0.1.2,Ga0066474_117837,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,
0.1.5,scaffold18680,2.3,220,0.4409,100,220,2,2,2,0.4317,0.1.5.1.0.1.2,Ga0066474_118680,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,
0.1.5,scaffold05991,3.6,517,0.3153,100,517,8,5,3,0.3154,0.1.5.1.0.1.3,Ga0066474_105991,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,
0.1.5,scaffold09830,2.6,337,0.4125,100,337,2,4,2,0.4265,0.1.5.1.0.1.3,Ga0066474_109830,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,
0.1.5,scaffold13946,2.2,261,0.3908,100,261,2,2,2,0.3783,0.1.5.1.0.1.3,Ga0066474_113946,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,
0.1.5,scaffold15197,1.5,249,0.3896,100,249,1,2,2,0.3778,0.1.5.1.0.1.3,Ga0066474_115197,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,
0.1.5,scaffold05702,3.5,542,0.3745,100,542,7,6,4,0.3774,0.1.5.1.0.1.4,Ga0066474_105702,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Fibrella,
0.1.5,scaffold12605,3.6,281,0.3452,100,281,3,4,4,0.3426,0.1.5.1.0.1.5,Ga0066474_112605,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Fibrisoma,
0.1.5,scaffold09902,2.4,335,0.3224,100,335,3,3,2,0.3226,0.1.5.1.0.1.6,Ga0066474_109902,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus,
0.1.5,scaffold13329,3.5,270,0.3407,100,270,4,3,4,0.341,0.1.5.1.0.1.6,Ga0066474_113329,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus,
0.1.5,scaffold15997,2,242,0.3347,100,242,2,2,2,0.3372,0.1.5.1.0.1.6,Ga0066474_115997,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus,
0.1.5,scaffold16329,2.7,239,0.4059,100,239,2,3,3,0.3992,0.1.5.1.0.1.7,Ga0066474_116329,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flexibacter,
0.1.5,scaffold08623,3.6,372,0.7688,100,372,5,4,4,0.7696,0.1.5.1.0.1.8,Ga0066474_108623,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,
0.1.5,scaffold12685,2.3,280,0.45,100,280,2,3,2,0.4499,0.1.5.1.0.1.8,Ga0066474_112685,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,
0.1.5,scaffold13446,3,268,0.3172,100,268,3,3,3,0.3128,0.1.5.1.0.1.8,Ga0066474_113446,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,
0.1.5,scaffold13717,2.7,264,0.3977,100,264,2,3,3,0.3973,0.1.5.1.0.1.8,Ga0066474_113717,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,
0.1.5,scaffold06177,3.7,502,0.3645,100,502,6,7,3,0.3751,0.1.5.1.0.1.9,Ga0066474_106177,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Leadbetterella,
0.1.5,scaffold10171,2.4,329,0.3374,100,329,3,3,2,0.3468,0.1.5.1.0.1.9,Ga0066474_110171,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Leadbetterella,
0.1.5,scaffold14079,2.6,259,0.3475,100,259,3,2,2,0.3547,0.1.5.1.0.1.9,Ga0066474_114079,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Leadbetterella,
